gene_name	ensgene	log2FC_prot	AveExpr_prot	tstat_prot	pval_prot	padj_prot	B_prot	log2FC_rna	baseMean_rna	lfcSE_rna	stat_rna	pval_rna	padj_rna	log2fc_concordance	rna_DE_status	protein_DE_status	gene_DS_status	highest_magn_IncLevelDifference_rmats	sign_splice_event_rmats	highest_magn_deltaPSI_majiq	sign_splice_event_majiq	has_cryptic_splicing	tdp43_interactor	tdp43_clip_target	Fig1_plot_group
RCN1	ENSG00000049449	-0.125552024712697	16.5791718498168	-0.624239517196951	0.543621808699979	0.708301071403033	-6.95633953349916	0.0904024850133702	1335.36084594716	0.0855584469448485	1.0566167133871	0.29068654959644002	0.49545277042408198	discordant	Gene not DE	Protein not DE	No DS	0.003	FALSE	NA	NA	FALSE	FALSE	FALSE	other
RSL1D1	ENSG00000171490	-0.0463182870325998	15.7245886829831	-0.624049344841915	0.54374274042951498	0.708301071403033	-6.956463058706	-0.0303608261799265	5367.22869216257	0.0492010534015739	-0.617076751022475	0.53718410266301497	0.72081156276225999	concordant	Gene not DE	Protein not DE	No DS	-0.044	FALSE	NA	NA	FALSE	FALSE	TRUE	other
MYADM	ENSG00000179820	0.0647004243570279	15.0616085310307	0.623280633387771	0.54423172172927503	0.70870986357149801	-6.9569620097853	-0.0839762924222266	2332.34411651427	0.0533859280543909	-1.57300426315844	0.11571783107823	0.27058138222100903	discordant	Gene not DE	Protein not DE	No DS	-0.016	FALSE	NA	NA	FALSE	TRUE	TRUE	other
TMEM205	ENSG00000105518	0.0553014467792998	16.570804092721	0.621313902584382	0.545483885940658	0.71011190557139703	-6.95823593354078	0.0257176635394707	1095.14492838938	0.0714101023547274	0.360140409990158	0.71874213464926595	0.84682228329960296	concordant	Gene not DE	Protein not DE	No DS	-0.5	FALSE	NA	NA	FALSE	FALSE	FALSE	other
RBX1	ENSG00000100387	0.172661005894485	15.0233261495158	0.620084411810923	0.54626748413600001	0.71090326176077701	-6.95903039711217	0.122290920092497	5407.43557445217	0.0494788721508974	2.47157857033487	1.34517987948355E-2	5.4907553658581403E-2	concordant	Gene not DE	Protein not DE	No DS	-0.547	FALSE	NA	NA	FALSE	TRUE	TRUE	other
H2AFY2	ENSG00000099284	-0.029519794034961	20.3888709523674	-0.61938531178088	0.54671332466755096	0.71125469826524501	-6.959481476637	0.0301741549609864	10199.3020869029	0.0477215715791757	0.632295919067206	0.52719352971778299	0.71239905978902396	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
VPS26B	ENSG00000151502	-0.0231408645063844	17.613959759172	-0.618466975196771	0.54729928736800904	0.71178814422724701	-6.96007328667785	-0.0085815389645967	10763.2092067849	0.0449407981142886	-0.190952081953977	0.84856313532951899	0.92287916480322696	concordant	Gene not DE	Protein not DE	No DS	-0.027	FALSE	NA	NA	FALSE	FALSE	TRUE	other
WNK2	ENSG00000165238	0.307634731537313	16.2962828800003	0.616325580506304	0.54866700061921903	0.71333762355570696	-6.96145007143788	-0.096505141731893	6622.64574913124	0.0628478715076516	-1.53553556257102	0.124652328569391	0.28422462196162501	discordant	Gene not DE	Protein not DE	DS	-0.242	TRUE	0.150438453380251	FALSE	FALSE	FALSE	TRUE	other
LARS	ENSG00000133706	0.0269214035108618	18.8536291756235	0.61564355583996	0.54910300878335905	0.71354795508789903	-6.96188762774757	0.0663999518964021	6370.60807611475	0.0493760566977749	1.34478037205013	0.178696170622477	0.36102080151479299	concordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
DNAJA3	ENSG00000103423	-0.0410721356350834	15.6176019955919	-0.613061608865691	0.55075534609472898	0.71536312369157995	-6.96353995731451	0.0946675991618256	2766.25099932504	0.0554164936003526	1.70829283867255	8.7582019438426903E-2	0.22238406394683599	discordant	Gene not DE	Protein not DE	No DS	0.034	FALSE	NA	NA	FALSE	TRUE	FALSE	other
DGKE	ENSG00000153933	-0.0919847308304647	12.8217340342977	-0.612266186007519	0.55126493634304796	0.715795228640556	-6.9640476745733	-0.0176369366523578	1257.33373777535	0.0738877143371952	-0.238699177672077	0.81133885444783904	0.90303914270413299	concordant	Gene not DE	Protein not DE	No DS	-0.053	FALSE	NA	NA	FALSE	FALSE	FALSE	other
CTSB	ENSG00000164733	0.0482649604035998	16.9254972207601	0.611298591204991	0.55188517988713404	0.71637068906748302	-6.96466445198147	0.11984409248309	7305.05529502965	0.0464432050284095	2.58044405871172	9.8673341742962998E-3	4.3174846785560703E-2	concordant	Gene DE	Protein not DE	No DS	0.085	FALSE	NA	NA	FALSE	TRUE	TRUE	other
EXOC6	ENSG00000138190	-0.0786336623398185	13.8027170455612	-0.60936528102713	0.55312561418857797	0.71757267299055405	-6.9658940561964	-0.0124997899097923	1049.5952702432	0.0680400942220906	-0.183712119342334	0.85423930087213595	0.92592411213639503	concordant	Gene not DE	Protein not DE	No DS	-0.193	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SH3BGRL3	ENSG00000142669	-0.152048053857049	14.4231700870404	-0.609302557389133	0.55316588409726597	0.71757267299055405	-6.96593388757935	-0.0184327717239307	3559.21956404898	0.0510660908218665	-0.360959130163882	0.71812999960915203	0.84654814894252195	concordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
MRPL4	ENSG00000105364	-0.0558844677919588	14.6539344712686	-0.607398449707125	0.55438912934045304	0.71892897990752402	-6.96714121350693	0.0956639458348983	1968.9896676753	0.064132386546167	1.49166358819397	0.13578735915651499	0.30189884551361101	discordant	Gene not DE	Protein not DE	No DS	0.02	FALSE	NA	NA	FALSE	FALSE	FALSE	other
ALDH6A1	ENSG00000119711	-0.0441186309494164	14.9359501797249	-0.606025712844685	0.55527193009147002	0.71975554381696205	-6.96800940645814	0.0110034469181845	566.703849034356	0.0861353576253625	0.127745994461914	0.89834998993718496	0.949537199639374	discordant	Gene not DE	Protein not DE	No DS	-0.081	FALSE	NA	NA	FALSE	FALSE	FALSE	other
SLC2A11	ENSG00000133460	-0.0599875420593712	18.5549418176146	-0.605601656335119	0.55554479472264195	0.71975554381696205	-6.9682772282386	-0.212240543317103	2628.85359593371	0.058007128754041	-3.65887000228946	2.5332979514779998E-4	2.0784184142638002E-3	concordant	Gene DE	Protein not DE	No DS	-0.222	FALSE	0.103838122509904	FALSE	FALSE	FALSE	TRUE	other
DCUN1D1	ENSG00000043093	0.0556205262125111	14.6678258447224	0.605577720787119	0.55556019855174799	0.71975554381696205	-6.96829233996501	0.209841335316468	1174.99280383151	0.168848862458101	1.24277612689596	0.213950342077983	0.40667161814220798	concordant	Gene not DE	Protein not DE	No DS	-0.013	FALSE	NA	NA	FALSE	FALSE	TRUE	other
HECTD3	ENSG00000126107	0.0426378201188644	14.2982468769669	0.605186890228081	0.55581175243701897	0.71985094441747	-6.96853901144734	0.0707098394362598	2312.19026484974	0.0592715051725384	1.19298201100891	0.232876418307676	0.42931396084580797	concordant	Gene not DE	Protein not DE	No DS	0.023	FALSE	NA	NA	FALSE	FALSE	FALSE	other
UBR3	ENSG00000144357	0.0865198234793336	13.1762948727445	0.603896721174898	0.55664259886539902	0.72069630560301001	-6.96935223128627	-0.0575191329625837	4379.56759804036	0.0634033010575716	-0.907194609794134	0.36430389365485599	0.57117534353278299	discordant	Gene not DE	Protein not DE	No DS	-0.05	FALSE	NA	NA	FALSE	FALSE	TRUE	other
TARSL2	ENSG00000185418	0.145591224263294	13.032904362397	0.491776237302306	0.63206383520888298	0.77807361086990401	-6.96958562860852	-0.03702581958719	1273.01742004034	0.0629632152436658	-0.588054778395627	0.55649552524682899	0.73442215295843105	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
SECISBP2L	ENSG00000138593	0.899139012085959	14.7348142325367	0.602571152832771	0.55749694940323002	0.72157154743617002	-6.97018605874994	0.0354865552572107	4653.22384462495	0.0558197218523587	0.635735078563656	0.52494910859681698	0.71030161673402703	concordant	Gene not DE	Protein not DE	No DS	-0.054	FALSE	NA	NA	FALSE	FALSE	TRUE	other
NCK1	ENSG00000158092	0.0918042416724738	13.5998286504311	0.602153722896758	0.55776613818166998	0.72168909340679199	-6.97044827840901	-0.0816736762492707	797.852837617866	0.0898044595267085	-0.90946125258936	0.36310670192800798	0.57022409848403599	discordant	Gene not DE	Protein not DE	No DS	0.037	FALSE	NA	NA	FALSE	FALSE	TRUE	other
FAM76B	ENSG00000077458	-0.0990684972755176	13.7256140744356	-0.601621883142717	0.55810920947838705	0.72169025820587995	-6.97078211920204	0.131345106400147	1107.32464519653	0.0816772683953309	1.60809866662553	0.107813571202259	0.25700238106976703	discordant	Gene not DE	Protein not DE	DS	0.146	TRUE	NA	NA	FALSE	FALSE	FALSE	other
MIA3	ENSG00000154305	-0.0737537465522671	13.6605077937884	-0.601599297871991	0.558123781000049	0.72169025820587995	-6.97079629002588	-0.0332690657251644	4629.69054732748	0.0615534516711498	-0.540490660099857	0.58885870039854205	0.75614339338622305	concordant	Gene not DE	Protein not DE	No DS	-0.045	FALSE	NA	NA	FALSE	FALSE	TRUE	other
NDEL1	ENSG00000166579	-0.1407263231354	13.4376786468363	-0.48796058345454	0.63468273348481696	0.78005052845673495	-6.97156136189902	0.0026959971840427	2584.34225279404	0.0554935233111405	0.0485821952397367	0.96125225934886604	0.98334129630517197	discordant	Gene not DE	Protein not DE	No DS	-0.017	FALSE	NA	NA	FALSE	FALSE	TRUE	other
TCF20	ENSG00000100207	0.262473861505503	12.6114916596024	0.484772185965584	0.63687509613229998	0.78203236386988995	-6.97320097889153	-0.0811551078431732	6748.45362559386	0.0471581719911305	-1.72091292805915	8.5266625278446903E-2	0.21821078522155299	discordant	Gene not DE	Protein not DE	No DS	NA	NA	0.147387160563492	FALSE	FALSE	FALSE	FALSE	other
SRSF10	ENSG00000188529	-0.065569628576732	17.7493969909382	-0.5970825651185	0.56104204721588302	0.72500035868267798	-6.9736201587091	0.0922805897523859	4836.07912227292	0.0652579661971775	1.41408926955461	0.15733569334692599	0.33234432291256799	discordant	Gene not DE	Protein not DE	No DS	-0.054	FALSE	0.115706137316246	FALSE	FALSE	TRUE	TRUE	other
LETM1	ENSG00000168924	0.0333847672478917	17.1484692075809	0.596143166713981	0.56165003406152803	0.72550696244175605	-6.97420494732029	-0.0746100442410825	3417.35693774472	0.051622219041841	-1.44530873770865	0.148371184660265	0.32029056391421101	discordant	Gene not DE	Protein not DE	No DS	0.043	FALSE	NA	NA	FALSE	FALSE	FALSE	other
MARS2	ENSG00000247626	-0.0535900921115999	13.4255181071191	-0.250051566826057	0.80733433801837196	0.89487173435580902	-6.97438114381554	0.180121492268276	678.578064537754	0.0938935825096054	1.91835786274157	5.5065650136574197E-2	0.15765292194610001	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
ARHGEF10L	ENSG00000074964	-0.0642376737422232	13.6091240757986	-0.59564588054557	0.56197202676531499	0.72550696244175605	-6.97451416276496	0.0826823732106451	6216.55870368743	0.0497202809983602	1.66295064208048	9.6322315996611105E-2	0.23764846546266599	discordant	Gene not DE	Protein not DE	DS	-0.138	TRUE	NA	NA	FALSE	TRUE	TRUE	other
ATL3	ENSG00000184743	0.200485903302466	12.2665174236814	0.518722715194614	0.61371927561225703	0.76592727079215395	-6.9754520119034	-0.125727529402184	148.711148741005	0.152469249801262	-0.824609090462933	0.40959355876537601	0.61465241812168003	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
OSGEPL1	ENSG00000128694	0.123438343618764	14.4023337551	0.593948344021993	0.56307193549347401	0.72669507209141904	-6.97556786399429	-0.0337869098561475	420.213422325722	0.105067622735008	-0.321572992484675	0.74777620676428602	0.86397649281788202	discordant	Gene not DE	Protein not DE	No DS	0.5	FALSE	NA	NA	FALSE	FALSE	FALSE	other
VTI1A	ENSG00000151532	0.0851533845117061	15.3749211486827	0.592326160438006	0.564124108409507	0.72782083629619398	-6.97657213588809	0.0879472806698978	2268.15560138318	0.0543621112390672	1.61780472953182	0.105704686825807	0.25334316491498998	concordant	Gene not DE	Protein not DE	DS	-0.235	TRUE	-0.143073289500192	FALSE	TRUE	FALSE	FALSE	other
BIN1	ENSG00000136717	-0.0494482778988399	15.0017472114707	-0.590415071372026	0.56536503257360304	0.72895695404486904	-6.9777519333346	-0.183025619730885	15303.1690467194	0.0442087897979743	-4.14002782178108	3.47263701979734e-05	3.6474908479850002E-4	concordant	Gene DE	Protein not DE	No DS	1	FALSE	NA	NA	FALSE	FALSE	TRUE	other
TUBA1C	ENSG00000167553	0.0681081032021353	17.8934521977471	0.589226112094461	0.56613780017589699	0.72958938755006497	-6.9784841094641	-0.198970582284742	88.7062561498246	0.202078181337545	-0.984621798195954	0.32480987830185498	0.53153945096506705	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	TRUE	FALSE	other
RAC3	ENSG00000169750	-0.131832898629366	17.0509464668704	-0.589105563111394	0.56621618312091004	0.72958938755006497	-6.97855826709661	-0.144448172190014	5880.89363837907	0.0449198696084831	-3.21568547391185	1.3013337226678999E-3	8.1528184285777992E-3	concordant	Gene DE	Protein not DE	No DS	-0.013	FALSE	NA	NA	FALSE	FALSE	FALSE	other
EPS15L1	ENSG00000127527	-0.0702939658997543	14.4109408384394	-0.588246761872733	0.56677475909042996	0.73007662377582905	-6.9790861569851	-0.0184546580686195	3708.90066696285	0.054874771387434	-0.336304964959645	0.73664090626550704	0.85738629976326297	concordant	Gene not DE	Protein not DE	No DS	0.096	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SIK3	ENSG00000160584	-0.207498263162721	13.5969720539955	-0.584380477747573	0.56929311157947304	0.73308718314785204	-6.98145366617761	-0.0635135411929544	3363.25215265896	0.0497135805390579	-1.27758935293454	0.20139425663247401	0.39030687181387402	concordant	Gene not DE	Protein not DE	No DS	-0.127	FALSE	NA	NA	FALSE	FALSE	TRUE	other
EHD1	ENSG00000110047	-0.0410252761044809	17.999343079076	-0.584084259273111	0.56948630439766301	0.73310263684153498	-6.98163444524685	-0.0283067226373595	5458.90536156632	0.0508226069563914	-0.556971086934761	0.57754718377847702	0.74826238354074803	concordant	Gene not DE	Protein not DE	No DS	0.013	FALSE	NA	NA	FALSE	FALSE	FALSE	other
ERP29	ENSG00000089248	-0.0816858001764622	17.3808598519186	-0.583544287818098	0.56983856257805099	0.73312539216695505	-6.98196376092541	-0.0137013435615038	6882.59658858516	0.0589668183305444	-0.232356839819634	0.81626086841541601	0.905748879809117	concordant	Gene not DE	Protein not DE	No DS	-0.031	FALSE	NA	NA	FALSE	FALSE	FALSE	other
ENOPH1	ENSG00000145293	0.0306373596081606	16.6154606183744	0.583501660240376	0.56986637626422998	0.73312539216695505	-6.98198974618197	0.0209533205307417	3438.54193918204	0.061949667778411	0.338231362364848	0.73518884336935497	0.856728793412458	concordant	Gene not DE	Protein not DE	No DS	-0.023	FALSE	NA	NA	FALSE	FALSE	FALSE	other
CNPY3	ENSG00000137161	-0.0818336848328229	13.8279872887364	-0.583008556550639	0.57018816991869703	0.73330620962843196	-6.98229020555863	-0.0763040389668097	1656.22992227274	0.064163107541217	-1.18921981635309	0.23435317856520099	0.43080422348792702	concordant	Gene not DE	Protein not DE	No DS	-0.258	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SMG9	ENSG00000105771	0.0634702078892708	14.3831134042966	0.581500874638594	0.57117266839842096	0.73404249953374401	-6.98320737821776	-0.104524405176241	2082.02098762028	0.0564736542020641	-1.8508525196944	6.4190773001514004E-2	0.17637153478926401	discordant	Gene not DE	Protein not DE	No DS	0.056	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SCAF8	ENSG00000213079	0.0496082167996956	15.2805572193431	0.58146643645536	0.571195166734773	0.73404249953374401	-6.98322830182035	-0.0130927412103901	2788.94152619217	0.0615664272918735	-0.212660402532702	0.83159185444309702	0.91466189698461298	discordant	Gene not DE	Protein not DE	No DS	0.048	FALSE	NA	NA	FALSE	FALSE	TRUE	other
DIAPH1	ENSG00000131504	0.0666763670665667	14.398610736758	0.581298400447368	0.57130495082346999	0.73404249953374401	-6.98333037859712	-0.0830308093571585	2349.53232513481	0.0544740237699802	-1.52422757877701	0.12745187099982599	0.28840487473523602	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
HSD17B12	ENSG00000149084	0.0442177491426143	16.9593780774298	0.580903088516261	0.57156326706490002	0.73414126303002702	-6.98357040837489	0.055206712583688	1645.57835777065	0.077974972016687	0.708005545316176	0.47894181384226697	0.67393398113041003	concordant	Gene not DE	Protein not DE	No DS	-0.048	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SH3GL1	ENSG00000141985	0.0563955981742623	16.8719154540333	0.58043712221783	0.57186783242517802	0.73429934941043096	-6.98385314017638	0.0479128247413395	3222.66887964405	0.0531259944476158	0.901871583572584	0.36712508808330302	0.57428228404607695	concordant	Gene not DE	Protein not DE	No DS	0.024	FALSE	NA	NA	FALSE	TRUE	TRUE	other
TOLLIP	ENSG00000078902	-0.0488768642169397	15.7882208311713	-0.579679255548564	0.57236337497683998	0.73470247942775901	-6.98431252756675	-0.0041076484155481	3272.23082321619	0.0481915205129171	-0.0852359164398455	0.932073837276858	0.96755334723832898	concordant	Gene not DE	Protein not DE	No DS	-0.013	FALSE	NA	NA	FALSE	FALSE	FALSE	other
ROBO1	ENSG00000169855	0.170851021965426	12.5947581816034	0.579308487535105	0.57260589064530698	0.73478066398696795	-6.98453706457921	0.091082736532758	17228.3535194406	0.0446762993894076	2.03872607574013	4.1477373792711401E-2	0.128964781355103	concordant	Gene not DE	Protein not DE	No DS	-0.5	FALSE	NA	NA	FALSE	FALSE	TRUE	other
HNRNPA3	ENSG00000170144	-0.0264027455576681	20.6343901809372	-0.576976625716703	0.57413239296528296	0.73650591691107603	-6.98594611795466	0.106031291077909	13895.7550579605	0.0605819180523551	1.75021350407355	8.0081479491521598E-2	0.208649047581703	discordant	Gene not DE	Protein not DE	No DS	0.017	FALSE	NA	NA	FALSE	TRUE	FALSE	other
NOP9	ENSG00000196943	0.0630533565050087	14.8403521639778	0.576535483954356	0.57442142005104402	0.73664312694976997	-6.98621207667522	0.0111154827960994	3030.20457614263	0.0579139780044819	0.19193091511067	0.84779632085229095	0.92253411542599995	concordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
CUL4B	ENSG00000158290	-0.0826301107504559	14.0324538818962	-0.576047952976459	0.57474093034596296	0.736819329588012	-6.98650577847242	-0.0691687231045381	3110.13579250259	0.0651456131860112	-1.06175565355475	0.28834662674120998	0.493148643734871	concordant	Gene not DE	Protein not DE	No DS	0.067	FALSE	NA	NA	FALSE	FALSE	TRUE	other
DDX39A	ENSG00000123136	-0.0342775395310433	16.9152806618439	-0.572958742824008	0.57676767965050102	0.73918341205762705	-6.9883613238288	0.209563255843742	3443.69271744049	0.0501753061625818	4.17662136758468	2.9587090874055e-05	3.1623129614540002E-4	discordant	Gene DE	Protein not DE	No DS	0.076	FALSE	NA	NA	FALSE	FALSE	FALSE	other
EIF4H	ENSG00000106682	0.088356906408336	14.5214800892964	0.570798665447459	0.57818709428975601	0.74076788584431597	-6.98965315761669	-0.0685731966614137	9793.02563461338	0.0477553637413013	-1.4359265910503	0.15102323102658	0.323828288595508	discordant	Gene not DE	Protein not DE	No DS	-0.062	FALSE	NA	NA	FALSE	FALSE	FALSE	other
RABGGTB	ENSG00000137955	0.0898292784536228	13.1301959742967	0.570184461048888	0.57859103255724798	0.74105074951776695	-6.99001963672174	0.045093889668728	2494.9310008054	0.0665729220093621	0.677360829413294	0.49817704473700603	0.68959296319118302	concordant	Gene not DE	Protein not DE	No DS	-0.073	FALSE	NA	NA	FALSE	FALSE	FALSE	other
UPRT	ENSG00000094841	-0.103400425857217	13.1529338065015	-0.449449569307894	0.66140088046558398	0.80114676622013203	-6.99067318496554	-0.101626725457396	958.812482909515	0.0710671956258488	-1.43000894523032	0.15271445172738701	0.32615421394926802	concordant	Gene not DE	Protein not DE	No DS	-0.251	FALSE	-0.121243460815226	FALSE	FALSE	FALSE	TRUE	other
ACVR2B	ENSG00000114739	-0.12633225174109	18.3231271842082	-0.568776481517822	0.57951756744278504	0.74192866049577499	-6.99085832629786	0.0143378155032931	5977.03454988108	0.0599397750496815	0.23920369222956	0.81094763977767803	0.90290453728247799	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
HDHD2	ENSG00000167220	0.0658894716441623	16.4144629840612	0.568279151126481	0.57984502740178501	0.74192866049577499	-6.99115409995892	0.13269887259023	620.239777600157	0.0912212390076693	1.45469272324917	0.14575434800753501	0.31609631852572001	concordant	Gene not DE	Protein not DE	No DS	-0.634	FALSE	NA	NA	FALSE	FALSE	TRUE	other
DYRK1A	ENSG00000157540	0.0928343980670743	14.8663835458743	0.568028694831265	0.58000997359074102	0.74192866049577499	-6.99130295897	0.170987207283318	4575.29347933308	0.0520635470309558	3.28420203836002	1.0227157720836E-3	6.6918791671170003E-3	concordant	Gene DE	Protein not DE	No DS	0.227	FALSE	NA	NA	FALSE	TRUE	TRUE	other
LEO1	ENSG00000166477	0.080784162365255	12.981543619088	0.567563466162457	0.58031643070123795	0.74193141932241202	-6.99157930280909	0.125622325901637	2641.14965979007	0.0720084356805435	1.74455013102832	8.1063207920668401E-2	0.21027250504560199	concordant	Gene not DE	Protein not DE	No DS	-0.006	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PPT1	ENSG00000131238	0.0741751465040874	15.4870397859543	0.567468680902706	0.580378878436835	0.74193141932241202	-6.99163557847743	-0.0936087007755462	2770.74104245501	0.0632610911269824	-1.47971998440001	0.13894799008570699	0.30707386754872201	discordant	Gene not DE	Protein not DE	No DS	0.008	FALSE	NA	NA	FALSE	FALSE	FALSE	other
ASCC2	ENSG00000100325	-0.102877875255365	13.1111100163597	-0.567147692176033	0.58059038292575904	0.74196736870423896	-6.99182608879766	-0.135995108463071	2140.6255260504	0.0566098890834888	-2.40232070164462	1.6291418821048401E-2	6.3923571411365301E-2	concordant	Gene not DE	Protein not DE	DS	0.341	TRUE	NA	NA	FALSE	FALSE	TRUE	other
EEA1	ENSG00000102189	0.0874756502440945	14.2411164239787	0.565884780996835	0.58142292815362895	0.74279670581294099	-6.99257464641316	-0.0799242099641212	1115.24607151699	0.0679236236864304	-1.1766776509612	0.239324191408603	0.43655391670611399	discordant	Gene not DE	Protein not DE	No DS	0.098	FALSE	NA	NA	FALSE	FALSE	TRUE	other
HIP1	ENSG00000127946	-0.0429620341556127	15.8231461832538	-0.565277951116049	0.58182318975096503	0.74307342983977498	-6.99293376506189	-0.2324989528467	7334.11679354752	0.0466137037481086	-4.98778114914617	6.10766994806596e-07	9.76335126946435e-06	concordant	Gene DE	Protein not DE	No DS	0.008	FALSE	NA	NA	FALSE	FALSE	TRUE	other
NIF3L1	ENSG00000196290	0.0691681761856966	15.935517084695	0.564375591064766	0.58241864868726601	0.74359919614663295	-6.99346709985966	-0.0845963282753525	1068.84629839139	0.0777384610998557	-1.08821717176377	0.27649924578120999	0.48083387999336802	discordant	Gene not DE	Protein not DE	No DS	-0.122	FALSE	-0.142675709418623	FALSE	FALSE	FALSE	TRUE	other
DBN1	ENSG00000113758	0.0813500321044316	19.0209453060237	0.563703217756371	0.58286254917927705	0.74393119052976497	-6.99386397582462	0.0178684364510633	24897.981869255	0.0454401991049434	0.393229712963987	0.69414982594781305	0.83284789100235601	concordant	Gene not DE	Protein not DE	No DS	0.029	FALSE	NA	NA	FALSE	FALSE	TRUE	other
LANCL1	ENSG00000115365	0.0306905765425576	17.2122530569986	0.561996758911831	0.58398994754300904	0.74484808864580698	-6.99486921346018	0.0452664099283695	7400.68482578995	0.0584209216273599	0.774832177710291	0.438438832685419	0.64111965050294095	concordant	Gene not DE	Protein not DE	No DS	-0.001	FALSE	NA	NA	FALSE	FALSE	TRUE	other
METAP2	ENSG00000111142	0.0789188745619782	17.2397958119001	0.561864227433386	0.58407755420665697	0.74484808864580698	-6.99494716360998	0.0267428082896981	3698.01470542163	0.0571252196418023	0.468143640538909	0.63968187277673505	0.793236445756905	concordant	Gene not DE	Protein not DE	No DS	0.011	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SERPINB9	ENSG00000170542	0.030110334567155	19.0183073882858	0.561540774569667	0.58429139358243898	0.74484808864580698	-6.99513733332075	0.217348987958028	880.545193170218	0.0711421781705339	3.05513541400186	2.2495892693227999E-3	1.2949336267346999E-2	concordant	Gene DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
FBXL20	ENSG00000108306	-0.0449659797073796	14.6515819222711	-0.561476161136343	0.58433411536190905	0.74484808864580698	-6.9951753094327	0.0111212303281772	1392.18319724556	0.0647227461211877	0.171828777279531	0.86357214099421298	0.93064714060980802	discordant	Gene not DE	Protein not DE	DS	-0.15	TRUE	NA	NA	FALSE	FALSE	TRUE	other
ELMO2	ENSG00000062598	-0.0438261842098253	15.0925399262681	-0.561223173258746	0.58450140421414698	0.74484808864580698	-6.99532396137592	-0.137390387451675	4725.19446791866	0.0533644419450834	-2.5745680540061	1.00365339919025E-2	4.3761069721314397E-2	concordant	Gene DE	Protein not DE	No DS	0.232	FALSE	NA	NA	FALSE	FALSE	TRUE	other
NCLN	ENSG00000125912	-0.0384122338410613	16.5215455326476	-0.559932292720564	0.58535539144561899	0.74555517809316296	-6.99608147182607	0.0949780113339368	2125.52516356086	0.0592498343562977	1.60300889219012	0.108932690903803	0.25870965486678399	discordant	Gene not DE	Protein not DE	No DS	0.011	FALSE	NA	NA	FALSE	FALSE	FALSE	other
CLVS2	ENSG00000146352	-0.0407995941690267	15.4852731770755	-0.559827396073768	0.58542481482995001	0.74555517809316296	-6.99614295406485	0.192332160829052	1321.54963695272	0.0850115367630636	2.26242423266741	2.3671205144577E-2	8.4867913268949505E-2	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
MAGT1	ENSG00000102158	-0.0486194003570137	14.9063877014525	-0.559122748071895	0.58589128085741105	0.74567540562521695	-6.99655567979571	0.11659506909139	139.408164076027	0.207925416922699	0.560754287845133	0.57496505300684198	0.74653600721396196	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
FAF2	ENSG00000113194	-0.0308714694182477	16.6634785463585	-0.559057463423393	0.58593450808266501	0.74567540562521695	-6.99659389322811	-0.0172343661301587	4311.51229169683	0.0538813399288145	-0.319857786627578	0.74907613942482598	0.86480892974243095	concordant	Gene not DE	Protein not DE	No DS	0.333	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SELENOI	ENSG00000138018	-0.0622346374177809	16.0025579264185	-0.558849652254082	0.58607211811373905	0.74567540562521695	-6.99671550425465	0.07340975500001	5074.12166595214	0.0660276652752597	1.11180297976576	0.26622287041669201	0.46965193032783398	discordant	Gene not DE	Protein not DE	No DS	-0.062	FALSE	NA	NA	FALSE	FALSE	FALSE	other
COPS2	ENSG00000166200	0.0299952750339685	17.3622107027109	0.558411672054264	0.586362198404351	0.74580995119270899	-6.99697166926856	0.107214810868306	3174.15073953668	0.0819266930751735	1.30866762521378	0.190646962802516	0.37645551940448801	concordant	Gene not DE	Protein not DE	No DS	0.005	FALSE	NA	NA	FALSE	FALSE	TRUE	other
