ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Cluster
GOBP_AMINO_ACID_IMPORT	GOBP_AMINO_ACID_IMPORT	3/48	37/16462	0.000168610461824749	0.00423192886113945	0.00282358551168247	SLC1A4/SLC1A1/SLC1A2	3	12
GOCC_MICOS_COMPLEX	GOCC_MICOS_COMPLEX	2/48	7/16462	0.000173209477723628	0.00423192886113945	0.00282358551168247	MICOS13/APOOL	2	12
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	4/48	98/16462	0.000187965174289216	0.0042713515484755	0.00284988872528698	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_AMINO_ACID_TRANSPORT	GOBP_AMINO_ACID_TRANSPORT	4/48	99/16462	0.00019546218866566	0.0042713515484755	0.00284988872528698	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	5/48	185/16462	0.00019652448420559	0.0042713515484755	0.00284988872528698	ATG7/GABARAP/GABARAPL2/SLC1A2/ATG5	5	12
GOBP_SULFUR_COMPOUND_TRANSPORT	GOBP_SULFUR_COMPOUND_TRANSPORT	3/48	39/16462	0.000197508049745549	0.0042713515484755	0.00284988872528698	SLC1A4/SLC1A1/SLC1A2	3	12
GOCC_AUTOPHAGOSOME	GOCC_AUTOPHAGOSOME	4/48	100/16462	0.000203172695336777	0.0042713515484755	0.00284988872528698	GABARAP/ATG16L2/GABARAPL2/ATG5	4	12
GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4/48	100/16462	0.000203172695336777	0.0042713515484755	0.00284988872528698	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOMF_L_ASPARTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_L_ASPARTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2/48	8/16462	0.000230516098888125	0.00473605803170149	0.00315994556609799	SLC1A4/SLC1A1	2	12
GOMF_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5/48	193/16462	0.000239210105422639	0.00480546522893478	0.00320625474636659	CLIC1/SLC1A4/SLC1A1/SLC1A2/SLC17A6	5	12
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR	GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR	3/48	43/16462	0.000264534735087553	0.00519868261998148	0.00346861334565602	NTF4/BDNF/SORT1	3	12
GOBP_LYSOSOMAL_MICROAUTOPHAGY	GOBP_LYSOSOMAL_MICROAUTOPHAGY	2/48	9/16462	0.000295826282434781	0.00568993530470302	0.00379638207917424	ATG7/ATG4B	2	12
GOCC_AUTOPHAGOSOME_MEMBRANE	GOCC_AUTOPHAGOSOME_MEMBRANE	3/48	45/16462	0.000302927259593837	0.00570513005568394	0.00380652016989625	GABARAP/ATG16L2/GABARAPL2	3	12
GOMF_ANION_CHANNEL_ACTIVITY	GOMF_ANION_CHANNEL_ACTIVITY	3/48	48/16462	0.000366976002048539	0.00654238656546779	0.00436514613648468	CLIC1/SLC1A4/SLC1A1	3	12
GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	2/48	10/16462	0.000369094817299621	0.00654238656546779	0.00436514613648468	SLC1A1/SLC1A2	2	12
GOMF_NEUROTROPHIN_RECEPTOR_BINDING	GOMF_NEUROTROPHIN_RECEPTOR_BINDING	2/48	10/16462	0.000369094817299621	0.00654238656546779	0.00436514613648468	NTF4/BDNF	2	12
GOCC_VESICLE_LUMEN	GOCC_VESICLE_LUMEN	5/48	214/16462	0.000385016726466616	0.00661439753834143	0.00441319258205594	ATG7/GNS/APOOL/CTSZ/MAN2B1	5	12
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	4/48	119/16462	0.000395107817555793	0.00661439753834143	0.00441319258205594	NTF4/RETREG1/SLC1A1/BDNF	4	12
GOMF_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4/48	119/16462	0.000395107817555793	0.00661439753834143	0.00441319258205594	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	5/48	222/16462	0.000455373085120718	0.00748467761725689	0.00499385220620424	ATG7/GABARAP/GABARAPL2/SLC1A2/ATG5	5	12
GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE	3/48	52/16462	0.000465086201140096	0.00750782010411869	0.00500929310626457	MICOS13/APOOL/TIMM17B	3	12
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	4/48	125/16462	0.000476088861858674	0.00755060230035511	0.00503783781800592	CLIC1/GGT7/SLC1A1/SLC1A2	4	12
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	3/48	53/16462	0.000491984957774359	0.00766817934186243	0.00511628640298926	DDAH1/GLS/ATCAY	3	12
GOBP_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	GOBP_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	2/48	12/16462	0.0005393270266625	0.00786373600165967	0.00524676377381345	ATG7/ATG5	2	12
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	2/48	12/16462	0.0005393270266625	0.00786373600165967	0.00524676377381345	SLC1A1/SLC1A2	2	12
GOCC_MIB_COMPLEX	GOCC_MIB_COMPLEX	2/48	12/16462	0.0005393270266625	0.00786373600165967	0.00524676377381345	MICOS13/APOOL	2	12
GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY	GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY	2/48	12/16462	0.0005393270266625	0.00786373600165967	0.00524676377381345	SLC1A1/SLC1A2	2	12
GOBP_CELLULAR_RESPONSE_TO_STARVATION	GOBP_CELLULAR_RESPONSE_TO_STARVATION	4/48	131/16462	0.000568271438951885	0.00815424413988101	0.00544059372630626	ATG7/GABARAP/GABARAPL2/ATG5	4	12
GOMF_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2/48	13/16462	0.000636201206974758	0.00898634204851846	0.00599577782231145	SLC1A4/SLC1A1	2	12
GOBP_VASCULAR_TRANSPORT	GOBP_VASCULAR_TRANSPORT	3/48	61/16462	0.000743598599478425	0.0102603149881669	0.00684578538451285	SLC1A4/SLC1A1/SLC1A2	3	12
GOMF_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4/48	141/16462	0.000749093793383867	0.0102603149881669	0.00684578538451285	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_CRISTAE_FORMATION	GOBP_CRISTAE_FORMATION	2/48	15/16462	0.000853243365378276	0.0111787246710429	0.0074585575646339	MICOS13/APOOL	2	12
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	2/48	15/16462	0.000853243365378276	0.0111787246710429	0.0074585575646339	DDAH1/GLS	2	12
GOMF_GABA_RECEPTOR_BINDING	GOMF_GABA_RECEPTOR_BINDING	2/48	15/16462	0.000853243365378276	0.0111787246710429	0.0074585575646339	GABARAP/GABARAPL2	2	12
GOBP_AUTOPHAGY_OF_NUCLEUS	GOBP_AUTOPHAGY_OF_NUCLEUS	2/48	16/16462	0.000973322952104158	0.0122206103986411	0.00815371420403045	ATG7/ATG5	2	12
GOMF_DEATH_RECEPTOR_BINDING	GOMF_DEATH_RECEPTOR_BINDING	2/48	16/16462	0.000973322952104158	0.0122206103986411	0.00815371420403045	NTF4/BDNF	2	12
GOMF_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY	GOMF_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY	2/48	16/16462	0.000973322952104158	0.0122206103986411	0.00815371420403045	SLC1A1/SLC1A2	2	12
GOBP_SELECTIVE_AUTOPHAGY	GOBP_SELECTIVE_AUTOPHAGY	3/48	69/16462	0.00106499274964926	0.0131585944326945	0.00877954658818579	ATG4B/RETREG1/ATG5	3	12
GOBP_CARBOXYLIC_ACID_TRANSPORT	GOBP_CARBOXYLIC_ACID_TRANSPORT	4/48	156/16462	0.00109169754696027	0.0131585944326945	0.00877954658818579	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_RESPONSE_TO_STARVATION	GOBP_RESPONSE_TO_STARVATION	4/48	156/16462	0.00109169754696027	0.0131585944326945	0.00877954658818579	ATG7/GABARAP/GABARAPL2/ATG5	4	12
GOCC_LYSOSOMAL_LUMEN	GOCC_LYSOSOMAL_LUMEN	3/48	70/16462	0.00111041114989603	0.0132080484145528	0.0088125427824159	GNS/CHID1/MAN2B1	3	12
GOBP_NEURON_DEATH	GOBP_NEURON_DEATH	5/48	279/16462	0.00127324586299534	0.0148830185720059	0.00993009972258893	NTF4/RETREG1/SLC1A1/BDNF/CTSZ	5	12
GOBP_ANION_TRANSMEMBRANE_TRANSPORT	GOBP_ANION_TRANSMEMBRANE_TRANSPORT	4/48	163/16462	0.00128415425731909	0.0148830185720059	0.00993009972258893	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH	GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH	4/48	166/16462	0.0013734792163157	0.0157167748297391	0.0104863902857947	NTF4/RETREG1/SLC1A1/BDNF	4	12
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	2/48	20/16462	0.00152967527814773	0.0172853306430694	0.0115329465049822	MICOS13/APOOL	2	12
GOBP_ANION_HOMEOSTASIS	GOBP_ANION_HOMEOSTASIS	2/48	21/16462	0.0016875545049967	0.0181613008632978	0.0121174026486605	GLS/SLC1A1	2	12
GOBP_RETINA_LAYER_FORMATION	GOBP_RETINA_LAYER_FORMATION	2/48	21/16462	0.0016875545049967	0.0181613008632978	0.0121174026486605	FOXN4/SLC1A1	2	12
GOBP_TRANSEPITHELIAL_TRANSPORT	GOBP_TRANSEPITHELIAL_TRANSPORT	2/48	21/16462	0.0016875545049967	0.0181613008632978	0.0121174026486605	SLC1A1/SLC1A2	2	12
GOMF_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2/48	21/16462	0.0016875545049967	0.0181613008632978	0.0121174026486605	SLC1A4/SLC1A1	2	12
GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE	3/48	82/16462	0.00175303398217417	0.0186440319986524	0.0124394857187096	MICOS13/APOOL/TIMM17B	3	12
GOBP_GLUTAMATE_METABOLIC_PROCESS	GOBP_GLUTAMATE_METABOLIC_PROCESS	2/48	22/16462	0.00185286387914659	0.0192527465143508	0.0128456261675862	GLS/ATCAY	2	12
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	2/48	22/16462	0.00185286387914659	0.0192527465143508	0.0128456261675862	HMGCS1/MVD	2	12
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	2/48	23/16462	0.00202556055785095	0.0208080311851961	0.0138833277469927	GGT7/GNS	2	12
GOMF_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	3/48	87/16462	0.00207689289715153	0.0210956312249998	0.0140752173869642	CLIC1/SLC1A4/SLC1A1	3	12
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	3/48	90/16462	0.00228791183416724	0.0227857858634249	0.0152029055656061	ATG7/ATG16L2/ATG5	3	12
GOBP_ORGANIC_ACID_TRANSPORT	GOBP_ORGANIC_ACID_TRANSPORT	4/48	191/16462	0.00229370189554388	0.0227857858634249	0.0152029055656061	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_VIRAL_RNA_GENOME_REPLICATION	GOBP_VIRAL_RNA_GENOME_REPLICATION	2/48	25/16462	0.00239294534552312	0.0234243697917957	0.0156289751871203	ATG16L2/ATG5	2	12
GOBP_NEURON_APOPTOTIC_PROCESS	GOBP_NEURON_APOPTOTIC_PROCESS	4/48	194/16462	0.00242693275234733	0.0234243697917957	0.0156289751871203	NTF4/RETREG1/SLC1A1/BDNF	4	12
GOCC_CILIARY_PLASM	GOCC_CILIARY_PLASM	3/48	92/16462	0.00243571986773097	0.0234243697917957	0.0156289751871203	ATG7/GABARAP/ATG5	3	12
GOBP_CELLULAR_RESPONSE_TO_ALKALOID	GOBP_CELLULAR_RESPONSE_TO_ALKALOID	2/48	27/16462	0.00278936966748043	0.026266564368774	0.0175253160029198	SLC1A1/SLC1A2	2	12
GOCC_GLIAL_CELL_PROJECTION	GOCC_GLIAL_CELL_PROJECTION	2/48	27/16462	0.00278936966748043	0.026266564368774	0.0175253160029198	SLC1A1/SLC1A2	2	12
GOBP_ACETYL_COA_METABOLIC_PROCESS	GOBP_ACETYL_COA_METABOLIC_PROCESS	2/48	29/16462	0.0032144971350399	0.0293937629068283	0.0196118143288456	HMGCS1/MVD	2	12
GOCC_PHAGOPHORE_ASSEMBLY_SITE	GOCC_PHAGOPHORE_ASSEMBLY_SITE	2/48	29/16462	0.0032144971350399	0.0293937629068283	0.0196118143288456	ATG7/ATG5	2	12
GOCC_CYTOPLASMIC_REGION	GOCC_CYTOPLASMIC_REGION	4/48	210/16462	0.00322862234255274	0.0293937629068283	0.0196118143288456	ATG7/GABARAP/KIF1A/ATG5	4	12
GOBP_MEMORY	GOBP_MEMORY	3/48	102/16462	0.0032631715220937	0.0293937629068283	0.0196118143288456	NTF4/SLC1A1/BDNF	3	12
GOBP_ORGANIC_ANION_TRANSPORT	GOBP_ORGANIC_ANION_TRANSPORT	4/48	211/16462	0.00328403766990006	0.0293937629068283	0.0196118143288456	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	3/48	103/16462	0.00335423803017079	0.0297277566595528	0.0198346583208242	SLC1A4/SLC1A1/SLC1A2	3	12
GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	2/48	30/16462	0.00343772019085973	0.0301718354615262	0.0201309521651776	NTF4/BDNF	2	12
GOBP_INORGANIC_ANION_TRANSPORT	GOBP_INORGANIC_ANION_TRANSPORT	3/48	105/16462	0.0035410229066558	0.030779660650162	0.0205364992460908	CLIC1/SLC1A4/SLC1A1	3	12
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	3/48	106/16462	0.00363675789170312	0.0313107536580917	0.0208908498440691	ATG7/GNS/CTSZ	3	12
GOBP_ADULT_BEHAVIOR	GOBP_ADULT_BEHAVIOR	3/48	108/16462	0.00383295369866963	0.0326885862603523	0.0218101536180506	NTF4/SLC1A1/SLC1A2	3	12
GOBP_SUPEROXIDE_METABOLIC_PROCESS	GOBP_SUPEROXIDE_METABOLIC_PROCESS	2/48	32/16462	0.00390527774939833	0.0326886211616305	0.0218101769045345	SLC1A1/SH3PXD2B	2	12
GOMF_SOLUTE_SODIUM_SYMPORTER_ACTIVITY	GOMF_SOLUTE_SODIUM_SYMPORTER_ACTIVITY	2/48	32/16462	0.00390527774939833	0.0326886211616305	0.0218101769045345	SLC1A1/SLC1A2	2	12
GOBP_MITOPHAGY	GOBP_MITOPHAGY	2/48	33/16462	0.00414952989069106	0.0344144497356396	0.0229616670918974	ATG4B/RETREG1	2	12
GOBP_LIPOPROTEIN_METABOLIC_PROCESS	GOBP_LIPOPROTEIN_METABOLIC_PROCESS	3/48	112/16462	0.00424447019708556	0.0348818278015031	0.0232735064395218	ATG7/ATG16L2/ATG5	3	12
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	2/48	35/16462	0.00465877627994008	0.0376029799738021	0.025089086545166	ATG7/ATG5	2	12
GOMF_BETA_TUBULIN_BINDING	GOMF_BETA_TUBULIN_BINDING	2/48	35/16462	0.00465877627994008	0.0376029799738021	0.025089086545166	GABARAP/GABARAPL2	2	12
GOCC_ORGANELLE_MEMBRANE_CONTACT_SITE	GOCC_ORGANELLE_MEMBRANE_CONTACT_SITE	2/48	36/16462	0.00492368919282651	0.0393895135426121	0.0262810797157857	MICOS13/ATG5	2	12
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	3/48	120/16462	0.00514568849595806	0.0408044070205797	0.0272251108788917	GGT7/SLC1A1/SLC1A2	3	12
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	2/48	37/16462	0.00519540797745518	0.0408404244488651	0.0272491420693988	MICOS13/APOOL	2	12
GOCC_VACUOLAR_LUMEN	GOCC_VACUOLAR_LUMEN	3/48	121/16462	0.00526581002011368	0.0410370022257135	0.0273803007397925	GNS/CHID1/MAN2B1	3	12
GOBP_COGNITION	GOBP_COGNITION	4/48	242/16462	0.0053407761801611	0.0412654843321849	0.0275327462998858	NTF4/SLC1A4/SLC1A1/BDNF	4	12
GOBP_RESPONSE_TO_COCAINE	GOBP_RESPONSE_TO_COCAINE	2/48	38/16462	0.00547389238979583	0.0419355823760629	0.0279798424563159	SLC1A1/SLC1A2	2	12
GOMF_AMINO_ACID_BINDING	GOMF_AMINO_ACID_BINDING	2/48	41/16462	0.00634953947372087	0.048235157010451	0.0321829820295626	DDAH1/SLC1A1	2	12
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	2/48	43/16462	0.00696640207354465	0.0519582536195896	0.034667069543578	FOXN4/SLC1A1	2	12
GOBP_PEPTIDYL_SERINE_MODIFICATION	GOBP_PEPTIDYL_SERINE_MODIFICATION	4/48	262/16462	0.00704683498487013	0.0519582536195896	0.034667069543578	NTF4/SLC1A1/CSNK1G2/BDNF	4	12
GOBP_IMPORT_INTO_CELL	GOBP_IMPORT_INTO_CELL	3/48	135/16462	0.00712701708941273	0.0519582536195896	0.034667069543578	SLC1A4/SLC1A1/SLC1A2	3	12
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	3/48	135/16462	0.00712701708941273	0.0519582536195896	0.034667069543578	SLC1A1/SH3PXD2B/ATG5	3	12
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	3/48	135/16462	0.00712701708941273	0.0519582536195896	0.034667069543578	MICOS13/APOOL/TIMM17B	3	12
GOCC_FICOLIN_1_RICH_GRANULE	GOCC_FICOLIN_1_RICH_GRANULE	3/48	140/16462	0.00787478599823486	0.0569504523392345	0.037997914753588	ATG7/GNS/CTSZ	3	12
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	2/48	46/16462	0.00794055626382593	0.0569703401785606	0.038011184120069	DDAH1/CTSZ	2	12
GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4/48	273/16462	0.00812346837299116	0.0578237433794017	0.0385805833213754	SLC1A4/SLC1A1/SLC1A2/SLC17A6	4	12
GOBP_STEROL_BIOSYNTHETIC_PROCESS	GOBP_STEROL_BIOSYNTHETIC_PROCESS	2/48	47/16462	0.00827814791528918	0.0584644196517299	0.0390080489758281	HMGCS1/MVD	2	12
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	3/48	147/16462	0.0089970009242489	0.0630487506629535	0.0420667607474061	DDAH1/GLS/ATCAY	3	12
GOBP_SENSORY_SYSTEM_DEVELOPMENT	GOBP_SENSORY_SYSTEM_DEVELOPMENT	4/48	282/16462	0.00908100042987996	0.063147879912396	0.0421329007799289	FOXN4/SLC1A1/SH3PXD2B/SLC17A6	4	12
GOBP_PROTEIN_TARGETING	GOBP_PROTEIN_TARGETING	4/48	285/16462	0.00941590571637149	0.0649769371572506	0.043353266175017	GABARAP/SLC1A1/TIMM17B/SORT1	4	12
GOBP_GLUCOSE_IMPORT	GOBP_GLUCOSE_IMPORT	2/48	51/16462	0.00969185451987445	0.0658754623005	0.0439527711902498	SLC1A2/SORT1	2	12
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	2/48	51/16462	0.00969185451987445	0.0658754623005	0.0439527711902498	SORCS2/SORT1	2	12
GOMF_SOLUTE_CATION_SYMPORTER_ACTIVITY	GOMF_SOLUTE_CATION_SYMPORTER_ACTIVITY	2/48	53/16462	0.0104361778132061	0.0704052592771519	0.0469750973053191	SLC1A1/SLC1A2	2	12
GOBP_NEURAL_RETINA_DEVELOPMENT	GOBP_NEURAL_RETINA_DEVELOPMENT	2/48	54/16462	0.0108175745788025	0.0724376845869441	0.0483311519193281	FOXN4/SLC1A1	2	12
GOCC_TRANS_GOLGI_NETWORK	GOCC_TRANS_GOLGI_NETWORK	2/4	209/16462	0.000946483088488825	0.0143790098833118	0.00216225712531004	ATP8A1/SMPD4	2	13
GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION	GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION	1/4	5/16462	0.00121447642617345	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY	GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY	1/4	5/16462	0.00121447642617345	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY	GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY	1/4	5/16462	0.00121447642617345	0.0143790098833118	0.00216225712531004	SMPD4	1	13
GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS	GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS	1/4	6/16462	0.00145723890379967	0.0143790098833118	0.00216225712531004	SMPD4	1	13
GOBP_AMINOPHOSPHOLIPID_TRANSPORT	GOBP_AMINOPHOSPHOLIPID_TRANSPORT	1/4	7/16462	0.001699957124776	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOCC_CHROMAFFIN_GRANULE_MEMBRANE	GOCC_CHROMAFFIN_GRANULE_MEMBRANE	1/4	7/16462	0.001699957124776	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	1/4	8/16462	0.00194263109448156	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOMF_PHOSPHATIDYLSERINE_FLOPPASE_ACTIVITY	GOMF_PHOSPHATIDYLSERINE_FLOPPASE_ACTIVITY	1/4	8/16462	0.00194263109448156	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOMF_GLYCEROPHOSPHOLIPID_FLIPPASE_ACTIVITY	GOMF_GLYCEROPHOSPHOLIPID_FLIPPASE_ACTIVITY	1/4	9/16462	0.00218526081829462	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT	GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT	1/4	10/16462	0.00242784630159387	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOCC_CHROMAFFIN_GRANULE	GOCC_CHROMAFFIN_GRANULE	1/4	11/16462	0.0026703875497579	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOMF_FLIPPASE_ACTIVITY	GOMF_FLIPPASE_ACTIVITY	1/4	11/16462	0.0026703875497579	0.0143790098833118	0.00216225712531004	ATP8A1	1	13
GOMF_FLOPPASE_ACTIVITY	GOMF_FLOPPASE_ACTIVITY	1/4	13/16462	0.00315533736219009	0.0157766868109505	0.00237243410690984	ATP8A1	1	13
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS	GOBP_SPHINGOMYELIN_METABOLIC_PROCESS	1/4	15/16462	0.00364011029860967	0.0169871813935118	0.00255446336744538	SMPD4	1	13
GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	1/4	20/16462	0.00485126908936429	0.0212243022659687	0.00319162440089756	ATP8A1	1	13
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	1/4	23/16462	0.0055774341443473	0.0216900216724617	0.00326165739435515	SMPD4	1	13
GOCC_NUCLEAR_OUTER_MEMBRANE	GOCC_NUCLEAR_OUTER_MEMBRANE	1/4	23/16462	0.0055774341443473	0.0216900216724617	0.00326165739435515	SMPD4	1	13
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	1/4	27/16462	0.00654503592923661	0.0237538910092187	0.0035720136855968	SMPD4	1	13
GOMF_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	GOMF_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	1/4	28/16462	0.00678682600263392	0.0237538910092187	0.0035720136855968	ATP8A1	1	13
